,sentimen,text
,Positive,"Pada kali ini kami turut berkongsi maklumat mengenai pelbagai perkhidmatan, pembiayaan dan program yang tersedia untuk usahawan wanita IKS di Sabah melalui perkongsian idea, pengalaman, aspirasi serta paling penting, mempromosi produk ke peringkat yang lebih luas"
,Positive,Usaha ini secara tidak langsung mengurangkan kebergantungan kepada pihak polis terutama dalam keadaan hanya untuk mencegah jenayah daripada berlaku
,Positive,Jangan nak tuding jari kepada orang lain
,Positive,Saya harap mereka baca dengan baik
,Neutral,"PKR didominasi Melayu, begitu juga Bersatu dan Amanah."
,Positive,Kita tahu kebanyakan sekolah perlu diselenggarakan daripada semasa ke semasa
,Neutral,Bila berganti peguam negara pun saya bangkitkan balik perkara ini
,Positive,"Berhubung masalah tanah simpanan, KKLW telah mengenal pasti kira-kira 134,490 hektar tanah melibatkan 853 perkampungan Orang Asli seluruh Malaysia yang diwartakan bagi menggelakkan berlaku pencerobohan dan pembalakan haram"
,Neutral,Sebarang keputusan dibuat speaker adalah bahagian penting dalam prosiding di Dewan Rakyat
,Positive,Saya juga telah berhubung dengan pihak Polis Persekutuan Australia (AFP) dan mereka mengesahkan tidak ada unsur jenayah tetapi transaksi kewangan yang dilakukan itu mempunyai had tertentu dan dia menggunakan pihak ketiga dalam urusan transaksi berkenaan
,Positive,Kita (Felcra) perlu mempelbagaikan usaha (untuk meningkatkan perolehan) berikutan isu minyak sawit dengan EU
,Positive,"Semasa saya menjadi pengarah Yayasan Sabah, kami bina banyak asrama di kampung-kampung untuk manfaat para pelajar kita"
,Negative,"Kejadian itu menjurus kepada pencabulan hak asasi manusia, sesuatu yang tidak boleh diterima"
,Positive,Kami menurunkan defisit daripada 6.7 peratus pada tahun 2009 kepada tiga peratus pada tahun lalu
,Positive,"Memang 1MDB telah mewujudkan satu krisis dan suasana kewangan agak menggerunkan Malaysia, tapi kalau isu hutang-hutang ini dapat diselesaikan, pastinya ia akan mengubah imej dan kedudukan kewangan negara"
,Neutral,"Rujuk perlembagaan kami, bahagian baru diluluskan kurang setahun, belum genap satu tahun, belum perlu ada mesyuarat agung"
,Neutral,"Itu keputusan parti, biar Bersatu putuskan"
,Negative,"Ada juga saya cuba mencari kerja, tetapi panggilan temu duga pun tidak dapat"
,Positive,"Sentimen ini dipacu terutamanya oleh pertambahan syarikat pemula niaga, perluasan perniagaan tempatan dan kemasukan firma asing yang akan mewujudkan peluang pekerjaan dan keperluan terhadap pelbagai kemahiran"
,Neutral,oal Maria tidak sertai PKR tidak timbul ketika ini.
,Negative,"Kita (Malaysia) melahirkan rasa terkilan jika benar pihak Indonesia, mengikut laporan media, akan menghentikan penghantaran pembantu rumah ke negara kita disebabkan kes terpencil yang berlaku?berhubung penderaan terhadap pembantu rumah"
,Negative,Tindakan menggunakan wanita untuk memerangkap ahli politik boleh dilihat melalui sudut etika.
,Negative,"Jika tidak berubah, bukan sahaja mengancam kebersihan persekitaran tetapi boleh mengancam keselamatan penduduk"
,Neutral,"Contohnya, sebelum ini undi di sekolah A, tetapi sebab ?da persempadanan baru ?ika diguna pakai, mungkin bertukar ?e sekolah ? atau sekolah ?."
,Positive,"Notifikasi produk-produk kosmetik terlibat telah dibatalkan oleh Pengarah Kanan Perkhidmatan Farmasi, Kementerian Kesihatan berikutan pengesanan bahan racun berjadual dalam produk berkenaan"
,Positive,"Oleh itu, tidak boleh ada kebimbangan dalam kalangan bukan Islam jika terputusnya hubungan keluarga, dengan sebab menganut Islam"
,Positive,"Dengan menggunakan kodifikasi algoritma rahsia, pengesahan dan pengundian dalam rangkaian disahkan secara terbuka, telus dan berkeyakinan"
,Positive,Pendekatan kali ini lebih halus dan mood jentera kita cukup baik.?
,Positive,"Ini tiga formula yang harus ada pada pemimpin Umno/BN walaupun kita diasak dari pelbagai sudut, Insya-ALLAH Kedah akan terus berjaya tak kira bila pun parlimen dibubarkan minggu depan atau bulan depan."
,Positive,"Undang-undang berkenaan sangat diperlukan bagi mengawal, membendung dan mencegah daripada berlaku kerosakan kepada masyarakat serta negara"
,Positive,Beliau ada keinginan untuk membetulkan kesilapannya dan itu boleh dianggap caranya bertaubat
,Positive,"Ketika perbelanjaan ke atas kebajikan (ahli) dijangka terus meningkat, kekurangan itu ditampung melalui pendapatan pelaburan kami"
,Negative,"Jika pilihan raya diadakan pada Mac, saya tidak akan bertanding"
,Negative,Dari segi struktur kepimpinan pun masih kabur walaupun sudah dekat pilihan raya
,Neutral,PH Perak akan umum bilangan kerusi parti yang bertanding pada PRU14 dalam masa terdekat
,Negative,"Masa pertama kali kita laksanakan sistem GST ini, harga naik sebab peniaga yang tak pernah bayar cukai sebelum ini dah kena bayar untuk pertama kali, terpaksa naikkan harga barang untuk cover kenaikan kos."
,Positive,"Saya tidak kata saya sokong cadangan mereka, tetapi dari perspektif perniagaan, saya rasa adalah bijak tidak mengenakan bayaran untuk beg plastik."
,Neutral,Kita akan hadapi perkara itu apabila tiba masanya
,Positive,Perkara itu bagi memastikan tiga pimpinan PH ini berada di kerusi pimpinan utama negeri
,Positive,"Kita yakin dua calon ini akan bekerjasama untuk menghadapi PRU nanti,"
,Negative,"Kami percaya, pihak yang menjalankan penipuan ini cuba untuk memperdaya responden menggunakan jenama Pos Malaysia tanpa kebenaran"
,Positive,Kerajaan akan pantau dan pastikan bantuan sampai kepada mangsa
,Neutral,"Orang kata silap mata, orang tak percaya"
,Positive,"Setakat?ini, Alhamdulillah,?tak ada?seorang pun yang terkorban?dalam?kejadian keganasan di Malaysia.?"
,Positive,"Kewujudan tanah rancangan ini bukan sahaja dapat membasmi kemiskinan penduduk, malah berjaya menyekat kemaraan komunis pada masa itu."
,Positive,"Ketika saya perdana menteri, Bank Negara beberapa kali berkembang secara fizikal"
,Positive,Akhirnya ia membolehkan kita memberikan jawapan yang tepat. Alhamdulillah kempen ini memberikan kesan yang baik
,Negative,"Pelanggan bising sebab sudah bayar deposit, datang mengamuk kepada pengedar"
,Neutral,Namun buat masa ini kementerian masih belum dapat mempertimbangkan cuti tanpa gaji sebab kita pun tidak cukup kakitangan
,Positive,Masyarakat Cina dapat melihat bagaimana perancangan kerajaan di bawah pimpinan perdana menteri merangka pembangunan dan berjaya melaksanakannya dan mereka juga dapat melihat bagaimana pembangkang tidak dapat melaksanakan janji-janji yang pernah dibuat sebelum ini.
,Positive,"Dalam hal ini, SPR telah mendapat jaminan daripada pihak Pos Malaysia berkaitan aspek keselamatan dan kerahsiaan dengan semua pengendalian penghantaran diklasifikasikan sebagaimana prosedur pos berdaftar menggunakan rangkaian Pos Laju"
,Neutral,Kita telah cuba (untuk dapatkan kelulusan buat kajian terhadap ketum) beberapa tahun yang lalu
,Positive,"Jika kita bayar cukai, semestinya ingin melihat ia dibelanjakan untuk sesuatu yang perlu"
,Positive,Apa yang penting ialah bekerja..semua jentera bekerja tanpa penat dan jemu
,Negative,Menyalahkan beberapa insiden malang dan mengambil langkah moratorium yang drastik untuk menghalang orang lain daripada mencari pekerjaan di Malaysia nampaknya bukan penyelesaian yang ideal
,Neutral,Hal ini memungkinkan Johari akan kekal bertanding di Titiwangsa pada PRU akan datang
,Negative,Saya fikir dia akan dipenjara
,Neutral,Kita akan umum calon kemudian
,Negative,namun di pihak sana telah meletak batu pemisah dan berterusan membuat serangan dengan melabel kita dengan pelbagai gelaran
,Positive,?estabilan politik yang kita nikmati sekarang mesti dikekalkan agar kita boleh bawa lebih banyak kemajuan kepada negeri ini dan pastikan semua program yang sedang berjalan dan dirancang diteruskan dengan lancar
,Positive,Elaun khas ini diluluskan perdana menteri sendiri bagi menghargai anggota bomba dan penyelamat yang selalu saya sebutkan sebagai ?ero yang tidak didendang?
,Positive,Kami semua bersatu hati
,Positive,Ini adalah satu peluang untuk membangunkan pertanian sebagai satu industri dalam ekonomi Malaysia
,Negative,Ini tidak adil kerana mereka juga mangsa banjir.
,Positive,Mereka tidak perlu lagi mencari kerja di luar?inggalkan orang tua di Felda dan mencari rezeki di tempat orang
,Positive,"Jika ada akta, kita dapat beri garis panduan mengelakkan masalah itu daripada berlaku termasuk definisi dan prosedur memproses aduan berkaitan gejala itu"
,Neutral,Ia mengenai kemanusiaan
,Negative,Saya lihat apa yang tersebar ini sebagai mainan daripada pihak tertentu yang mahu merosakkan kredibiliti kerajaan.
,Positive,"Walaupun ditakluki oleh orang asing, orang Melayu tidak bertindak secara agresif"
,Positive,"Tahun ini, kami telah memperluaskan mesej perayaan kami untuk mencapai penonton global sejajar dengan usaha penjenamaan global syarikat"
,Positive,"Inilah sentimen yang dapat kita lihat dan tahun ini, kita akan laksanakan Bajet 2018, yang bersifat inklusif, ada sesuatu untuk semua dalam bajet"
,Positive,"Sama juga dengan isu pengacau, memang kita lawan Umno sejak dulu lagi"
,Positive,Ini cara kita membantu rakyat kerana kerajaan BN mahu anak-anak kita berjaya
,Positive,"Ada (rakyat Malaysia) yang gamit dari jauh, ada juga yang ambil video"
,Positive,KKM mempunyai bukti dan saksi bagi kes ini dan Hospital Sultan Ismail turut mengemukakan laporan kepada polis
,Negative,rakyat Malaysia lupa bahawa pengundian untuk parti harus menjadi pertimbangan kedua.
,Negative,"Habis belajar perlu tampung pinjaman pendidikan, dan ada yang mahu mohon pinjaman untuk beli kereta dan rumah"
,Negative,Kononnya ada jumlah yang lebih besar daripada itu datangnya dari kaum tertentu juga tidak diberikan dokumen.
,Positive,"Untuk pilihan raya umum yang akan datang ini, pengundi di Kuala Lumpur haruslah mengundi calon yang akan menyokong pewartaan pelan tersebut."
,Positive,Lembaga yang diletakkan di bawah seliaan Kementerian Pengangkutan ini akan berfungsi sebagai badan kawal selia dalam aspek keselamatan dan sekuriti bagi industri penerbangan awam negara.
,Positive,Sehubungan dengan ini kerjasama strategik dalam bidang maritim ini juga menunjukkan bahawa potensi yang boleh kita raih melalui cara kita mengeksplotasikan semua sumber maritim dengan kaedah pembangunan mampan yang sentiasa menekankan pemeliharaan alam sekitar
,Positive,Kenal pasti aktiviti ekonomi pekerja tidak formal dan masukkan mereka juga ke dalam proses perancangan bandar
,Positive,"Walaupun mungkin saya akan ditahan dan dipenjarakan, tetapi demi rakyat, saya tidak boleh tak nyanyi."
,Neutral,Jadi berapa juta beg plastik telah dijual dan adakah kempen ini berjaya.?
,Positive,Tapi itu tidak bermakna kita tidak mementingkan kualiti
,Negative,"Namun, dalam konteks keberkesanan demokrasi, prinsip kebebasan untuk tidak menyuarakan pendapat tidak patut dipupuk sehingga boleh menyebabkan kematian kepada demokrasi itu sendiri."
,Negative,Kita perlu berfikir dan bertindak secara matang serta tidak mengalah dengan tekanan emosi walaupun kadang-kadang ada perkara yang mungkin tidak dapat diselesaikan
,Positive,Akhirnya saya sendiri bongkarkan keadaan sebenar demi mengembalikan hak pengadu.
,Negative,Ini kerana wujudnya satu permintaan yang ?idak benar?yang mendorong kenaikan harga rumah yang akhirnya menjadi punca sehingga rakyat tidak mampu membeli rumah
,Negative,Kerana kita bercakap ribuan pengundi yang dipindahkan masuk ke semua kawasan Parlimen kami.?
,Positive,"Saya tahu, zaman kerajaan betul semua, benar semua telah berlalu."
,Positive,"Untuk pengetahuan, pada PRU ke-13 yang lepas, SPR telah mengundang pemerhati pilihan raya antarabangsa daripada beberapa negara"
,Negative,"Tambahan pula, mungkin lebih daripada seorang yang membuli"
,Positive,"Kajian ini dilakukan secara dinamik, ertinya ia bukan kajian rambang."
,Neutral,"?adi, kalau puncanya daripada MCA, tanya MCA lah,"
,Neutral,Sebab itulah DAP akan ambil langkah lanjut.
,Negative,"Kenyataan tersebut ternyata dibuat semata-mata untuk merendah-rendahkan golongan nelayan dan juga Menteri Pertanian dan Industri Asas Tani, Datuk Sri Ahmad Shabery Cheek yang selama ini berkerja keras untuk membantu dan meningkatkan pendapatan golongan nelayan"
,Positive,Bayaran hibah sebanyak 6.25 peratus ini akan memberi manfaat kepada 93 peratus atau 8.7 juta pendeposit yang belum menunaikan ibadat haji
,Positive,Jasa dan pengorbanan mereka tidak ternilai kerana sentiasa terdedah dengan kecederaan serta risiko kehilangan nyawa setiap kali keluar ke tempat kecemasan dalam menyelamatkan nyawa dan harta benda orang awam
,Negative,"Memaksa mereka ponteng sekolah dan wajib hadir ke program politik adalah tindakan anti-demokratik,"
,Negative,Berkemungkinan besar seluruh Malaysia akan mempercayai berita palsu tersebut
,Positive,"Kami mengalu-alukan pertukaran idea, teknologi baharu dan amalan terbaik antarabangsa demi melindungi hakisan pantai"
,Positive,"Kita tak pernah akan sekat kebebasan rakyat, yang banyak sekat kebebasan rakyat ini adalah zaman Tun Dr Mahathir?Mohamad?eliau wujudkan pelbagai akta termasuk ISA"
,Positive,"Di Sarawak kita ada perusahaan gula apong yang diusahakan penduduk setempat, dan pasarannya kini semakin meluas"
,Positive,"Saya amat berharap spekulasi, andaian yang bukan-bukan tidak dibuat berhubung perkara yang amat sensitif ini"
,Neutral,"Saya pun tak tau tuan-tuan, saya bagi tahu"
,Positive,Tiada usaha sabotaj perlu dilakukan mana-mana pihak
,Positive,Guru adalah aset paling penting dalam sistem pendidikan dan saya sedar ramai guru kita mengoptimumkan sumber teknologi yang mereka ada untuk memperkayakan kualiti pengajaran dan pembelajaran
,Negative,BN perlu mempunyai strategi dan kepimpinan padu untuk menjamin kemenangan calonnya.
,Negative,"Saya terkejut dengan tuduhan itu, tak pernah terlintas di fikiran saya"
,Positive,Dia kini ditempatkan menerusi program Permata Pintar untuk terus digarap kecerdikannya dan dibimbing menjadi seorang ilmuwan dalam bidang berkenaan
,Positive,"Ini jauh berbeza dengan caj rawatan sekurang-kurangnya RM3,000 sehingga berbelas ribu jika dijalankan di hospital atau klinik mata swasta"
,Neutral,"Jika PAS memerintah, ia akan terbahagi kepada dua ?(satu), kabinet yang buat keputusan tentang dasar negara"
,Negative,Perdana Menteri Najib?Razak sendiri telah mengeluarkan saman fitnah terhadap Ahli Parlimen Petaling Jaya Tony Pua kerana mengeluarkan fitnah terhadap beliau selain Naib Presiden PKR Rafizi Ramli yang disaman oleh Lembaga Tabung Angkatan Tentera (LTAT) atas fitnah yang dikeluarkannya berkaitan 1MDB.
,Negative,Bulan ada untuk sokong BN
,Positive,GANT1 dan seluruh rakyat Malaysia percaya bahawa ruang-ruang keadilan masih ada dalam sistem kehakiman untuk bertindak sebagai benteng terakhir menyelamatkan wang negara daripada terus diseleweng oleh kleptokrat terburuk dunia
,Negative,Wartawan dan jurugambar daripada media cetak dan elektronik serta portal seharusnya mengikuti Garis Panduan Media Profesional 2012 yang boleh dimuat turun dari laman web Jabatan Keselamatan dan Kesihatan Pekerjaan.
,Neutral,"Setakat hari ini, hanya empat nama yang diangkat sebagai calon Menteri Besar Kelantan sekiranya PH berjaya merampas daripada PAS."
,Positive,"Kita lakukan ini demi rakyat... kerana pada penghujung hari, kita semua adalah rakyat Malaysia, kita mencari wang di sini dan Mydin membuat RM50 hingga 70 juta setahun"
,Neutral,"Kami juga bincang isu serantau dan antarabangsa seperti situasi di semenanjung Korea, soal Rohingya, selatan Laut China Selatan dan selatan Filipina."
,Positive,Cari kaedah yang terbaik untuk memperbaiki dan apabila kita cari kaedah terbaik maka lagi kurang aduan
,Neutral,Kad itu bukan orang Cina seperti saya
,Neutral,"Kontrak ini telah diluluskan kepada 3 syarikat, bukan satu sahaja dan proses diikuti di bahagian perolehan KDN."
,Positive,Sebab kita mahu masyarakat kita tidak dikongkong ketakutan dengan pemimpin yang dikatakan diktator atau autokratik
,Positive,"Orang kata ekonomi susah, rakyat hidup sukar, cuba pergi ke lapangan terbang KLIA, berapa ramai rakyat Malaysia yang melancong ke luar negara, pergi pasar raya penuh orang tidak berkurangan."
,Positive,Sweden dan banyak negara Eropah lain yang merupakan negara anggota EU menentang sebarang bentuk diskriminasi
,Neutral,"Projek ini dalam proses pembinaan, amatlah penting kerjasama dari Selangor,"
,Positive,"Menyentuh isu masalah sosial, mereka tidak pernah menimbulkan sebarang masalah kepada negara kita"
,Positive,"Apabila PRU hampir menjelang tiba, kerajaan pun terus umum bina sekolah rendah Cina"
,Positive,"Saya kira dalam masa lebih kurang 8 tahun ini, saya melawat Sabah lebih kerap daripada seorang yang menjadi perdana menteri selama 22 tahun"
,Positive,"Kelebihan ini wajar dimanfaatkan bagi menumbangkan BN, kerana kesepakatan itu tidak ada dalam parti lawan"
,Neutral,"Bukan sahaja di Malaysia, bahkan di luar negara"
,Negative,"Suasana pada masa ini tidak didominasi harapan dan kegembiraan, tetapi penuh ketidaktentuan dan ketidakpastian. Tempoh kempen akan menjadi lebih penting berbanding biasa"
,Negative,"Apa lagi yang boleh kami lakukan? Kami sudah menghantar surat bantahan dan memorandum kepada kerajaan negeri sejak 2010,"
,Positive,Kita tukar-tukar kerana dua kementerian ini penting untuk tentukan keselamatan dan keamanan negara
,Negative,Ini semua isu mainan menjelang pilihanraya
,Negative,Pilihan raya yang sukar diramal
,Positive,Kita ikut suara pucuk pimpinan
,Positive,Kita tetap negara demokrasi
,Negative,"Ia adalah bidang yang diabaikan pada masa lalu, kerana terlalu mengutamakan industri pembuatan kereta"
,Neutral,Kemasukan Wan Saiful ke dalam Bersatu juga akan membentuk gelombang kecil kepada Pakatan (PH) kerana dia memang dikenali sebagai intelek Melayu berbakat besar
,Neutral,Proses mengambil alih tanah seluas 203.2 hektar akan dibuat pada bulan April.?
,Positive,"Pembayaran fasa pertama BR1M 2018 telah mula diagihkan Isnin lepas dan kepada penerima yang belum mendapatnya, perlulah menunggu sekurang-kurangnya dalam masa seminggu."
,Positive,"Hal ini kerana tindakan sedemikian akan menambah baik nama, prestij, keyakinan dan penghormatan rakyat terhadap Dewan Rakyat dan bukan sebaliknya."
,Positive,"Jika kerajaan beri kebenaran (untuk lakukan kajian) dan geran, kita boleh lakukan dan menjadikannya satu minuman sirap tradisional untuk meningkatkan tenaga, kesihatan"
,Positive,"Untuk mengetahui lebih, kamu perlu membaca, menulis, berani mengemukakan pandangan kepada umum"
,Neutral,"Kalau kita menangguhkan (pemilihan parti), kita menangguhkan dengan kebenaran JPPM (Jabatan Pendaftaran Pertubuhan Malaysia)"
,Positive,Saya galakkan orang sebelah sana yang rasa benci kepada pemimpin mereka tetapi tak berani bersuara (mengenai rasa tak puas hati) tentang kleptokrasi
,Negative,"Ekonomi Malaysia bergantung kepada nilai import yang tinggi seperti jentera dan teknologi dari EU, jadi perang perdagangan hanya akan merugikan kita"
,Negative,Kerajaan terpaksa keluarkan duit yang banyak
,Positive,"Kita bantu dia seorang sahaja, tapi alhamdulillah peserta kita pula bantu orang di sekitarnya."
,Neutral,Nak maklum apa kepada istana?
,Negative,"Kenyataan luar biasa Azrin memaklumkan dia dan syarikatnya mungkin bekerja untuk pihak tertentu, mungkin dalam PRU14."
,Negative,Ini melampau.
,Positive,Namun pendirian MCA tegas iaitu terus mempertahankan keharmonian negara dan kepentingan masyarakat Cina
,Positive,"Kita tiada masalah, kalau Amanah nak lawan di semua kerusi Dun pun kita tak gentar"
,Positive,Mereka yang melakukan kesalahan akan diambil tindakan bawah Akta Kawalan Harga dan Antipencatutan 2011
,Positive,Saya takut persepsi salah kerana persepsi yang salah ini bukan setakat di dunia saja tetapi sampai akhirat
,Positive,Kesedaran itu pun kerana mereka mengenali PIDM berdasarkan logo dan jenama PIDM yang sering dilihat di bank-bank
,Neutral,"Mungkin?pemimpin-pemimpin lain dalam Harapan tidak mampu memasuki kawasan Felda, ini termasuklah Menteri Besar Selangor, Datuk Seri Mohamed Azmin Ali"
,Positive,Usahanya itu membuatkan Johari diterima baik masyarakat setempat.
,Positive,Malah tidak keterlaluan jika kita katakan bahawa penggunaan teknologi adalah pelengkap kepada keperluan kehidupan seharian kita
,Positive,Saya mengalu-alukan pembangunan di sini dan harap kemudahan yang kerajaan beri dapat digunakan sebaik mungkin
,Positive,Masa depan negara tidak boleh digadaikan hanya untuk keuntungan sendiri dan hanya seorang pemimpin yang mempunyai keikhlasan untuk memimpin harus dipilih mentadbir negara
,Positive,Ada satu lagi buku yang beliau tulis yang mungkin tak popular tapi buku itu adalah panduan untuk peniaga kecil
,Negative,Keadaan di kawasan setinggan jauh berbeza dengan perumahan berkenaan.
,Neutral,Akta Hasutan adalah undang-undang sedia ada
,Neutral,Operasi pencarian untuk menjejaki MH370 oleh Ocean Infinity adalah berdasarkan terma ?o cure no fee?iaitu pembayaran hanya dibuat apabila serpihan pesawat ditemukan dalam tempoh masa 90 hari
,Positive,"Selain hak ALLAH SWT yang wajib dipelihara, sebagai hamba ALLAH SWT kita juga punya hak sesama manusia untuk dijaga"
,Negative,Harga tambang biasa Semenanjung ke Sabah dan Sarawak antara RM160 hingga boleh mencecah paling mahal RM800 di mana kajian Mavcom mendapati ia boleh naik sehingga lima kali ganda.
,Negative,"Tanpa sokongan kerajaan pusat, kita akan masuk ketika zaman kelam?ita jangan balik ke zaman tersebut tetapi mesti melihat ke hadapan"
,Negative,Dong Zong adalah perwakilan puak-puak chauvinis dan oportunis yang cuba mengambil kesempatan dan tuntutan mereka boleh dilihat sebagai menangguk di air keruh memandangkan PRU14 sudah semakin hampir
,Positive,Parti-parti politik tidak wajar berasa bimbang dengan ketelusan proses pilihan raya sedia ada yang diamalkan di negara ini
,Neutral,Penjawat awam dan ahli politik yang berada dalam lembaga pengarah dalam syarikat awam dan GLC harus terlebih dahulu mengikut tatakelakuan seumpama itu.
,Neutral,Membentuk kerajaan mereka sendiri
,Neutral,Jadi bagaimana kita kata negara ini muflis atau negara gagal
,Neutral,Sampai sekarang belum ada satu cawangan yang (berusia) satu tahun
,Positive,Sudah balik mahu datang semula ke Malaysia
,Positive,Keperluan kumpulan individu dengan kemahiran dan keupayaan berkaitan adalah penting untuk menyokong dan melaksanakan apa yang dirancang kementerian
,Neutral,Mereka juga perlu menyatakan jumlah pembeli Rumah Selangorku yang berjaya atau yang sudah menandatangani perjanjian jual beli mengikut projek dan lokasi rumah
,Positive,"Runding baik-baik, cari penyelesaian, semua boleh bincang"
,Positive,"Buat masa ini, pasaran?saham global mengalami pembetulan yang besar dan perolehan bon di AS juga meningkat?disebabkan kenaikan kadar faedah Rizab Persekutuan AS, yang dijangka berlaku lebih dari tiga kali tahun ini,"
,Neutral,"Kita perlu melihat semula hubungan perdagangan kita dengan Ukraine kerana jumlah dagangan dua hala kita masih rendah, berikutan syarikat Malaysia tidak biasa dengan syarikat Ukraine dan begitu juga sebaliknya"
,Positive,Tapi satu benda cukup penting bagi pembangkang adakah kita ada masa lagi untuk melihat kelemahan dan kekurangan kita hari ini
,Positive,"Sebenarnya, kita target semua kerusi di bawah Gagasan Sejahtera."
,Positive,"Ini merupakan perkembangan yang sangat positif memandangkan hanya 193,000 visa dikeluarkan bagi tempoh yang sama tahun lepas"
,Negative,Banyak pihak yang mempertikaikan program ini apabila ia dilaksanakan?hampir dengan pilihanraya
,Positive,Kita mahu kemalangan ini dikurangkan
,Positive,"Pusat operasi baharu ini bukan sahaja menyediakan kemudahan yang lebih kondunsif, bahkan berupaya mengatasi masalah pengoperasian penerbangan yang dihadapi selama ini"
,Positive,"Kepada Rafizi, janganlah pusing daripada kedudukan yang satu ketika menyokong kebenaran, hendakkan ketelusan, benci kronisme, menyokong kepentingan awam"
,Positive,"Kita telah jadikan Malaysia selamat untuk rakyat Malaysia dan rakyat asing, dan saya katakan sebab kita ada kuasa perundangan tertentu"
,Negative,"Sekiranya peruntukan disalurkan terus menerusi kad debit, wang tu habis begitu sahaja"
,Negative,Ini mungkin kali terakhir saya di Dewan ini memandangkan saya mungkin tidak bertanding pada pilihan raya akan datang.
,Negative,"Kalau saya nak apa-apa dari awal saya tak masuk PPBM sebab saya tahu PPBM bukan ada duit,"
,Positive,Kita beralih pula kepada konsep participatory democracy dengan rakyat terbanyak diberikan peluang untuk menyuarakan pendapat dalam pelaksanaan kuasa oleh pihak kerajaan selepas mereka mendapat mandat pemerintahan melalui proses pilihan raya.
,Positive,"Kita minta kerajaan jangan hanya mengambil tindakan undang-undang, gunakan pendekatan lain untuk mereka yang salah guna tanaman ini."
,Negative,"amat kritikal bagi mereka yang mengatur GSPS, mu?gkin nampak hebat tetapi hakikatnya isi hati sasaran iaitu mereka yang akan mengundi amat sukar untuk ditentukan secara sahih."
,Neutral,Benarkah Shahrizat Abd Jalil turut mengadakan pertemuan bersama isteri Diplomat Israel
,Positive,"Masyarakat sekarang gunakan kemajuan IT utk kongsi ilmu, pengalaman, info kesihatan, keselamatan, tolong menolong sambil kongsi kegembiraan kedukaan sesama manusia untuk menyalurkan bantuan"
,Positive,Tanpa GST pembangunan dan pentadbiran negara tidak terjejas bahkan lebih hebat dari sekarang.?
,Positive,Stadium Shah Alam pun kita akan serahkan balik kepada pasukan The Red Giants
,Positive,"?ita bukan mengugut pihak terbabit sebaliknya mahu memastikan perjalanan PRU14 lancar dan rakyat berasa selamat,"
,Positive,Mereka terlatih dalam bidang yang lebih tinggi di mana melayakkan mereka (apabila keluar) menjadi jurutera dan sebagainya
,Negative,Lihat RM400 juta yang mungkin dirampas kerajaan Switzerland kerana ia adalah wang dikaitkan dengan 1MDB.
,Positive,Kami bersetuju untuk menetapkan tarikh penghantaran kumpulan pertama untuk bekerja di Malaysia pada 1 Jun
,Negative,Rizal yang berkata pihaknya akan membuat laporan pada SKMM mengenai perkara itu dan mencabar pemilik suara tersebut untuk tampil membuat tuduhan secara terbuka.
,Negative,persepsi adalah segala-galanya ke?ana lazimnya maklumat jika dipersembahkan de?gan pintar boleh mengaburi dan mempe?garuhi pemikiran kumpulan sasaran dalam menilai isu ter?entu
,Positive,"Kita berjaya kurangkan dan kita harap dengan isu-isu berlaku sekarang ini, keadaan itu akan jauh berubah"
,Neutral,"Oleh itu, dakwaan plaintif terhadap defendan (kerajaan) tidak boleh sama sekali dianggap mempunyai unsur-unsur utama berhubung tindakan di bawah Seksyen 44 akta ini"
,Neutral,"Kita hanya benarkan jual cecair vape yang tiada nikotin, yang ada nikotin jelas menyalahi undang-undang"
,Neutral,Apa benda yang nak kata magik sangat
,Negative,"Mari kita nyanyi sama-sama, kalau dia (polis) nak dakwa 2 kali pun dakwalah."
,Positive,Jika tanah ini sudah diwartakan maka tidak berlaku pencerobohan tanah rizab simpanan Orang Asli ini seperti pembalakan haram
,Negative,Ramai staf kami yang telah menamatkan perkhidmatan tahun lalu dan ini menyebabkan penerima APC dari KEMAS berkurangan
,Negative,muat naik gambar alat sulit
,Positive,Sekarang keadaannya tidak sama dan sarjana Islam sudah mengeluarkan ijtihad (pandangan) baru
,Neutral,"Negara jiran kita di Bali hebat, besar kapal itu."
,Negative,"Apabila kita melihat barangan secara berasingan, ia menakutkan"
,Positive,"Selepas Ops Daulat dilancarkan oleh pasukan keselamatan di Kampung Tanduo, kami mengetatkan kawalan keselamatan di Tanjung Labian"
,Positive,"Saya percaya kepada pihak keselamatan untuk menjaga keselamatan dan memastikan perjalanan PRU14 lancar, selamat dan harmoni"
,Positive,"Kalau nak kira, memang boleh (dapat 40,000) undi...kita bekerja untuk rakyat?sejak lepas pilihan raya dulu lagi"
,Positive,"Perkara ini sudah diselesaikan Perdana Menteri (Datuk Seri Najib Razak) dan beliau sudah memberitahu bukan hanya kepada rakan dalam parti komponen, malah Jemaah Menteri supaya apa yang sudah diperjelaskan oleh Robert Kuok itu diterima baik."
,Negative,"Integriti pilihan raya menghadapi risiko kerana SPR ditugaskan untuk memastikan akses, keselamatan dan penghantaran undi, yang nampaknya tidak begitu membimbangkan SPR"
,Positive,Produk koperasi dapat menarik perhatian pengguna berikutan jenama perniagaan yang digunakan bagi semua keluaran produknya
,Negative,"Selain kos pembayaran gaji pekerja, kadar tarif elektrik dan air selain komisen bagi pembayaran kad kredit kepada pihak bank turut telah meningkat sejak 2008"
